interval,buy_size,stop_loss_in_pct,sell_size_in_pct,holding_value,money_value,ratio
28,2000,0.4,0.2,180543.1657472927,0.0,1.805431657472927
28,2000,0.4,0.1,180543.1657472927,0.0,1.805431657472927
28,2000,0.3,0.5,180543.1657472927,0.0,1.805431657472927
28,2000,0.3,0.3,180543.1657472927,0.0,1.805431657472927
28,2000,0.1,0.1,180543.1657472927,0.0,1.805431657472927
28,2000,0.2,0.2,180543.1657472927,0.0,1.805431657472927
28,2000,0.1,0.2,180543.1657472927,0.0,1.805431657472927
28,2000,0.1,0.3,180543.1657472927,0.0,1.805431657472927
28,2000,0.1,0.4,180543.1657472927,0.0,1.805431657472927
28,2000,0.2,0.1,180543.1657472927,0.0,1.805431657472927
28,2000,0.1,0.5,180543.1657472927,0.0,1.805431657472927
28,2000,0.2,0.3,180543.1657472927,0.0,1.805431657472927
28,2000,0.2,0.4,180543.1657472927,0.0,1.805431657472927
28,2000,0.2,0.5,180543.1657472927,0.0,1.805431657472927
28,2000,0.3,0.1,180543.1657472927,0.0,1.805431657472927
28,2000,0.3,0.2,180543.1657472927,0.0,1.805431657472927
14,1000,0.2,0.1,179754.12561920204,0.0,1.7975412561920203
14,1000,0.2,0.5,179754.12561920204,0.0,1.7975412561920203
14,1000,0.2,0.4,179754.12561920204,0.0,1.7975412561920203
14,1000,0.2,0.3,179754.12561920204,0.0,1.7975412561920203
14,1000,0.2,0.2,179754.12561920204,0.0,1.7975412561920203
14,1000,0.1,0.1,179754.12561920204,0.0,1.7975412561920203
14,1000,0.1,0.5,179754.12561920204,0.0,1.7975412561920203
14,1000,0.1,0.4,179754.12561920204,0.0,1.7975412561920203
14,1000,0.1,0.3,179754.12561920204,0.0,1.7975412561920203
14,1000,0.1,0.2,179754.12561920204,0.0,1.7975412561920203
14,1000,0.3,0.2,179754.12561920204,0.0,1.7975412561920203
14,1000,0.3,0.1,179754.12561920204,0.0,1.7975412561920203
14,1000,0.4,0.3,179754.12561920204,0.0,1.7975412561920203
14,1000,0.3,0.3,179754.12561920204,0.0,1.7975412561920203
14,1000,0.3,0.4,179754.12561920204,0.0,1.7975412561920203
14,1000,0.3,0.5,179754.12561920204,0.0,1.7975412561920203
14,1000,0.4,0.1,179754.12561920204,0.0,1.7975412561920203
14,1000,0.4,0.2,179754.12561920204,0.0,1.7975412561920203
14,1000,0.4,0.4,179754.12561920204,0.0,1.7975412561920203
14,1000,0.4,0.5,179754.12561920204,0.0,1.7975412561920203
14,1000,0.5,0.1,179754.12561920204,0.0,1.7975412561920203
14,1000,0.5,0.2,179754.12561920204,0.0,1.7975412561920203
14,1000,0.5,0.3,179754.12561920204,0.0,1.7975412561920203
14,1000,0.5,0.4,179754.12561920204,0.0,1.7975412561920203
14,1000,0.5,0.5,179754.12561920204,0.0,1.7975412561920203
21,1000,0.5,0.5,167035.07400798402,0.0,1.67035074007984
21,1000,0.5,0.4,167035.07400798402,0.0,1.67035074007984
21,1000,0.5,0.2,167035.07400798402,0.0,1.67035074007984
21,1000,0.5,0.1,167035.07400798402,0.0,1.67035074007984
21,1000,0.4,0.5,167035.07400798402,0.0,1.67035074007984
21,1000,0.4,0.4,167035.07400798402,0.0,1.67035074007984
21,1000,0.4,0.3,167035.07400798402,0.0,1.67035074007984
21,1000,0.4,0.2,167035.07400798402,0.0,1.67035074007984
21,1000,0.4,0.1,167035.07400798402,0.0,1.67035074007984
21,1000,0.3,0.5,167035.07400798402,0.0,1.67035074007984
21,1000,0.3,0.4,167035.07400798402,0.0,1.67035074007984
21,1000,0.3,0.3,167035.07400798402,0.0,1.67035074007984
21,1000,0.3,0.2,167035.07400798402,0.0,1.67035074007984
21,1000,0.3,0.1,167035.07400798402,0.0,1.67035074007984
21,1000,0.2,0.5,167035.07400798402,0.0,1.67035074007984
21,1000,0.2,0.4,167035.07400798402,0.0,1.67035074007984
21,1000,0.2,0.3,167035.07400798402,0.0,1.67035074007984
21,1000,0.2,0.2,167035.07400798402,0.0,1.67035074007984
21,1000,0.2,0.1,167035.07400798402,0.0,1.67035074007984
21,1000,0.1,0.5,167035.07400798402,0.0,1.67035074007984
21,1000,0.1,0.4,167035.07400798402,0.0,1.67035074007984
21,1000,0.1,0.3,167035.07400798402,0.0,1.67035074007984
21,1000,0.1,0.2,167035.07400798402,0.0,1.67035074007984
21,1000,0.5,0.3,167035.07400798402,0.0,1.67035074007984
21,1000,0.1,0.1,167035.07400798402,0.0,1.67035074007984
28,1000,0.5,0.4,158057.68091054796,0.0,1.5805768091054797
28,1000,0.3,0.3,158057.68091054796,0.0,1.5805768091054797
28,1000,0.5,0.3,158057.68091054796,0.0,1.5805768091054797
28,1000,0.5,0.2,158057.68091054796,0.0,1.5805768091054797
28,1000,0.5,0.1,158057.68091054796,0.0,1.5805768091054797
28,1000,0.4,0.5,158057.68091054796,0.0,1.5805768091054797
28,1000,0.4,0.4,158057.68091054796,0.0,1.5805768091054797
28,1000,0.4,0.3,158057.68091054796,0.0,1.5805768091054797
28,1000,0.4,0.2,158057.68091054796,0.0,1.5805768091054797
28,1000,0.4,0.1,158057.68091054796,0.0,1.5805768091054797
28,1000,0.3,0.5,158057.68091054796,0.0,1.5805768091054797
28,1000,0.3,0.4,158057.68091054796,0.0,1.5805768091054797
28,1000,0.3,0.2,158057.68091054796,0.0,1.5805768091054797
28,1000,0.1,0.1,158057.68091054796,0.0,1.5805768091054797
28,1000,0.3,0.1,158057.68091054796,0.0,1.5805768091054797
28,1000,0.2,0.5,158057.68091054796,0.0,1.5805768091054797
28,1000,0.2,0.4,158057.68091054796,0.0,1.5805768091054797
28,1000,0.2,0.3,158057.68091054796,0.0,1.5805768091054797
28,1000,0.2,0.2,158057.68091054796,0.0,1.5805768091054797
28,1000,0.2,0.1,158057.68091054796,0.0,1.5805768091054797
28,1000,0.1,0.5,158057.68091054796,0.0,1.5805768091054797
28,1000,0.1,0.4,158057.68091054796,0.0,1.5805768091054797
28,1000,0.1,0.3,158057.68091054796,0.0,1.5805768091054797
28,1000,0.1,0.2,158057.68091054796,0.0,1.5805768091054797
28,1000,0.5,0.5,158057.68091054796,0.0,1.5805768091054797
